publisher,code,text,count,category,category_year
akvo,11.2.2,The transaction value date must not be in the future.,7,> 1M & <= 10M,2018
akvo,1.5.1,The identifier should not start or end with spaces or newlines.,2,> 1M & <= 10M,2018
al_majmoua,11.1.5,The actual end date of the activity must not be in the future.,1,<=1M,
alab,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1B,2018
alab,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",4,> 1B,2018
alcis,6.11.1,The activity must have a planned or actual start date.,1,<=1M,
alcis,9.36.1,The location identifier vocabulary is invalid.,1,<=1M,
alcrer-1,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",1,<=1M,
alcrer-1,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,
allada,7.5.3,Budget Period must not be longer than one year.,1,<=1M,
allada,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
allada,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
allada,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
altai,11.1.5,The actual end date of the activity must not be in the future.,2,<=1M,
amnesty,7.5.3,Budget Period must not be longer than one year.,1,<=1M,2018
amnesty,11.1.5,The actual end date of the activity must not be in the future.,10,<=1M,2018
amnesty,2.1.4,"For a single sector, the percentage must either be omitted, or set to 100.",3,<=1M,2018
amnesty,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,2,<=1M,2018
amnesty,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",22,<=1M,2018
amnesty,3.4.1,Percentages are missing for one or more recipient countries or regions.,18,<=1M,2018
amnesty,9.88.1,The organisation type is invalid.,21,<=1M,2018
amrefeth,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,<=1M,2018
amrefeth,8.10.2,The @value should be a valid number for all non-qualitative measures.,2,<=1M,2018
amrefeth,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",1,<=1M,2018
amrefeth,1.10.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
amrefeth,1.4.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
amrefeth,1.15.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
amrefeth,4.4.1,The description has no narrative content.,2,<=1M,2018
amrefeth,8.9.2,The @value should be a valid number for all non-qualitative measures.,2,<=1M,2018
amrefeth,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,<=1M,2018
amrefeth,1.5.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
amrefeth,8.9.1,"The target must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,<=1M,2018
amrefeth,9.75.1,The result reference code vocabulary is invalid.,1,<=1M,2018
amrefha,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",1,> 1M & <= 10M,2019
amrefha,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,2,> 1M & <= 10M,2019
amrefha,1.1.2,The activity identifier must not occur multiple times in the dataset.,2,> 1M & <= 10M,2019
amrefhq,8.9.1,"The target must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,<=1M,
amrefkenya,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,2,<=1M,2018
amrefkenya,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,<=1M,2018
amrefkenya,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,2,<=1M,2018
amrefkenya,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",2,<=1M,2018
amrefkenya,8.9.2,The @value should be a valid number for all non-qualitative measures.,2,<=1M,2018
amrefmw,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,<=1M,2018
amrefmw,4.4.1,The description has no narrative content.,2,<=1M,2018
amrefmw,8.9.1,"The target must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,<=1M,2018
amrefnl,7.5.3,Budget Period must not be longer than one year.,7,> 1M & <= 10M,2019
amrefnl,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",2,> 1M & <= 10M,2019
amrefnl,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",2,> 1M & <= 10M,2019
amrefnl,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",1,> 1M & <= 10M,2019
amrefnl,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
amrefnl,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
amrefnl,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
amrefnl,4.4.1,The description must contain narrative content.,2,> 1M & <= 10M,2019
amrefnl,11.2.2,The transaction value date must not be in the future.,1,> 1M & <= 10M,2019
amrefnl,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",2,> 1M & <= 10M,2019
amrefnl,1.5.1,The identifier should not start or end with spaces or newlines.,2,> 1M & <= 10M,2019
amrefnl,9.80.1,The aid type is invalid.,1,> 1M & <= 10M,2019
amrefnl,3.6.2,Recipient countries or regions must only be declared at activity level OR for all transactions.,9,> 1M & <= 10M,2019
amreftz,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,<=1M,
amrefug,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",1,<=1M,
amurt_kenya,1.15.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,<=1M,2018
anaepmr_benin,7.5.3,Budget Period must not be longer than one year.,4,<=1M,
anaepmr_benin,11.1.5,The actual end date of the activity must not be in the future.,2,<=1M,
anaepmr_benin,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,2,<=1M,
anaepmr_benin,8.10.3,The @value should be omitted for qualitative measures.,2,<=1M,
anaepmr_benin,8.10.2,The @value should be a valid number for all non-qualitative measures.,4,<=1M,
anaepmr_benin,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,4,<=1M,
anaepmr_benin,1.14.8,The reporting-org identifier does not start with a known prefix.,4,<=1M,
ancb_benin,7.5.3,Budget Period must not be longer than one year.,25,> 1B,2020
ancb_benin,8.10.2,The @value should be a valid number for all non-qualitative measures.,25,> 1B,2020
ancb_benin,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,24,> 1B,2020
ancb_benin,8.8.2,The @value should be a valid number for all non-qualitative measures.,24,> 1B,2020
ancb_benin,8.9.2,The @value should be a valid number for all non-qualitative measures.,18,> 1B,2020
ancb_benin,11.2.2,The transaction value date must not be in the future.,3,> 1B,2020
apc,2.2.1,"When using a reporting organisation sector code, it must include a narrative.",2,<=1M,
apefe,6.9.1,The organisation must have an identifier or a narrative.,1,> 10M & <= 100M,2019
apefe,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",2,> 10M & <= 100M,2019
apefe,8.10.2,The @value should be a valid number for all non-qualitative measures.,2,> 10M & <= 100M,2019
apefe,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 10M & <= 100M,2019
apefe,11.2.1,The transaction date must not be in the future.,16,> 10M & <= 100M,2019
aplahoue,7.5.3,Budget Period must not be longer than one year.,1,<=1M,
aplahoue,8.9.3,The @value should be omitted for qualitative measures.,1,<=1M,
aplahoue,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
aplahoue,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
aplahoue,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,
aplahoue,8.8.3,The @value should be omitted for qualitative measures.,1,<=1M,
appro-af,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 1M & <= 10M,2018
apt,6.9.1,The provider and receiver organisation must have an organisation identifier or a narrative.,1,<=1M,2020
apt,9.76.1,The OECD DAC sector is invalid.,1,<=1M,2020
apt,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,2020
apt,7.5.2,Budget Value must include a Value Date.,1,<=1M,2020
apt,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,1,<=1M,2020
apt,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",1,<=1M,2020
apt,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,4,<=1M,2020
apt,9.90.1,The OECD DAC sector is invalid.,4,<=1M,2020
apt,1.1.2,The activity identifier must not occur multiple times in the dataset.,3,<=1M,2020
aqua4all,7.5.3,Budget Period must not be longer than one year.,2,> 10M & <= 100M,2018
aqua4all,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 10M & <= 100M,2018
aqua4all,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 10M & <= 100M,2018
arcfge,6.9.1,The organisation must have an identifier or a narrative.,2,> 1M & <= 10M,2019
arcfge,8.9.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
arcfge,8.10.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
arcfge,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2019
ares,6.9.1,The organisation must have an identifier or a narrative.,12,> 10M & <= 100M,2019
ares,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 10M & <= 100M,2019
ares,9.90.1,The OECD DAC sector is invalid.,3,> 10M & <= 100M,2019
ark,2.2.1,"When using a reporting organisation sector code (vocabulary 98 or 99), it must include a narrative.",1,<=1M,
ark,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,
ark,1.10.1,The identifier should not start or end with spaces or newlines.,2,<=1M,
ark,1.15.1,The identifier should not start or end with spaces or newlines.,2,<=1M,
ark,3.1.4,"For a single recipient country, the percentage must either be omitted, or set to 100.",2,<=1M,
ark,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,2,<=1M,
ark,9.90.1,The OECD DAC sector is invalid.,2,<=1M,
art19,7.5.3,Budget Period must not be longer than one year.,2,<=1M,
art19,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,<=1M,
art19,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,<=1M,
art19,7.5.2,Budget Value must include a Value Date.,2,<=1M,
art19,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",2,<=1M,
